id,a,b,add,sub,mul,div,cmp,round2,trunc2,sqrt
207,8455093.52844411497,77022755966841913.94,77022755975297007.46844411497,-77022755958386820.41155588503,651234605518175408108758.2979242056818,0.0000000001097739677360286827,-1,8455093.53,8455093.52,2907.7643522892489
208,-13513.74164791158007,3233348877,3233335363.25835208841993,-3233362390.74164791158007,-43694641381343.03681463008139,-0.000004179487634025451337,-1,-13513.74,-13513.74,
209,43.30,33036975100.9949608,33036975144.2949608,-33036975057.6949608,1430501021873.081802640,0.0000000013106526813556835583,-1,43.30,43.30,6.580273550544840
210,-0.9,-3412.66839,-3413.56839,3411.76839,3071.401551,0.00026372325029798749,1,-0.90,-0.90,
211,170.835,-7.33150,163.50350,178.16650,-1252.47680250,-23.3015071949805633,1,170.84,170.83,13.070386375314236
212,-9594.89297006408466,131.39969839,-9463.49327167408466,-9726.29266845408466,-1260766.0423507520232954256974,-73.0206620534700655,-1,-9594.89,-9594.89,
213,-0.1,-146270537.377,-146270537.477,146270537.277,14627053.7377,0.0000000006836646791161942338,1,-0.10,-0.10,
214,-60187414476525.40384,16002199266.9404,-60171412277258.46344,-60203416675792.34424,-963130999815292836132526.071211136,-3761.1964125999263590,-1,-60187414476525.40,-60187414476525.40,
215,4.84439903870089212,-987781.04,-987776.19560096129910788,987785.88439903870089212,-4785205.5206229674672214048,-0.000004904324787101493789,1,4.84,4.84,2.20099955445267915
216,43813975260015.2706,-6.7849490,43813975260008.4856510,43813975260022.0555490,-297275587626465.35024219940,-6457524626937.5452343,1,43813975260015.27,43813975260015.27,6619212.586102313
217,-2.49686178531218,-2.856282212357229,-5.353143997669409,0.359420427045049,7.13174190410169403964744474922,0.87416494578509209670,1,-2.50,-2.49,
218,1508209425.360,1893846.606010,1510103271.966010,1506315578.753990,2856317301370328.422413600,796.3735925464051359,1,1508209425.36,1508209425.36,38835.67207297950
219,-6831.626,9488643.214,9481811.588,-9495474.840,-64822861685.485964,-0.00071997922631554855,-1,-6831.63,-6831.62,
220,-57686763248.0425,-0.6508,-57686763248.6933,-57686763247.3917,37542545521.82605900,88639771432.14889367,-1,-57686763248.04,-57686763248.04,
221,-9,0.851270056375207406,-8.148729943624792594,-9.851270056375207406,-7.661430507376866654,-10.572438126536360766,-1,-9.00,-9.00,
222,1488161057.2350,-0.103,1488161057.1320,1488161057.3380,-153280588.8952050,-14448165604.22330097,1,1488161057.24,1488161057.23,38576.69059464536
223,-5.8,90.0447,84.2447,-95.8447,-522.25926,-0.06441245292615778608,-1,-5.80,-5.80,
224,-9541851400347.49,355361,-9541851044986.49,-9541851755708.49,-3390801855478884393.89,-26851149.676941166870,-1,-9541851400347.49,-9541851400347.49,
225,-9927158.69,5885790965.595706,5875863806.905706,-5895718124.285706,-58429180931636903.84458514,-0.00168663120182611916,-1,-9927158.69,-9927158.69,
226,27203,27.3370985,27230.3370985,27175.6629015,743651.0904955,995.0946330313730991,1,27203.00,27203.00,164.9333198598755
227,0.900,-3.7758340248174,-2.8758340248174,4.6758340248174,-3.3982506223356600,-0.23835793471974027219,1,0.90,0.90,0.94868329805051380
228,59807526.168002,3.60,59807529.768002,59807522.568002,215307094.20480720,16613201.713333888889,1,59807526.17,59807526.16,7733.5325801345144
229,503.01271649,1.84502,504.85773649,501.16769649,928.0685221783798,272.6326633261428060,1,503.01,503.01,22.427944990346307
230,7930514.30,-201.638,7930312.662,7930715.938,-1599093042.42340,-39330.455072952519,1,7930514.30,7930514.30,2816.1168832276831
231,-916.8574,1.21,-915.6474,-918.0674,-1109.397454,-757.7333884297520661,-1,-916.86,-916.85,
232,690.993838008842082,-7451737.746080,-7451046.752241991157918,7452428.739918008842082,-5149104864.999177531233334538560,-0.000092729221230623773525,1,690.99,690.99,26.286761649332960
233,-5746314792.1861261,-2253866469530.9,-2259612784323.0861261,2248120154738.7138739,12951426233477731346967.35524649,0.00254953648313607224,1,-5746314792.19,-5746314792.18,
234,-1654284434.7,2463.4480314141,-1654281971.2519685859,-1654286898.1480314141,-4075243734060.70226010927,-671532.101998671535,-1,-1654284434.70,-1654284434.70,
235,8791541948.78787,697.80642,8791542646.59429,8791541250.98145,6134794413563.4869041254,12598826.403442762822,1,8791541948.79,8791541948.78,93763.22279437642
236,6907233.0218,-6,6907227.0218,6907239.0218,-41443398.1308,-1151205.503633333333,1,6907233.02,6907233.02,2628.1615288638558
237,-32.53505606923645009,85.87656163,53.34150556076354991,-118.41161769923645009,-2793.9987476652895531963040467,-0.37885839222830153837,-1,-32.54,-32.53,
238,47.123078194135064,75691.85944606,75738.982524254135064,-75644.736367865864936,3566833.41133616615051986264784,0.00062256467920062398,-1,47.12,47.12,6.864625131362605
239,86471.006972157,569.2595809373,87040.2665530943,85901.7473912197,49224449.1921964403490627561,151.9008372766960641,1,86471.01,86471.00,294.0595296401003
240,4967197.797,-1.00,4967196.797,4967198.797,-4967197.79700,-4967197.797000000000,1,4967197.80,4967197.79,2228.7211124319705
241,13.232909218358,88.929,102.161909218358,-75.696090781642,1176.789383879358582,0.14880308131608361727,-1,13.23,13.23,3.637706587722270
242,-61538.518,3180.8,-58357.718,-64719.318,-195741718.0544,-19.3468680835010060,-1,-61538.52,-61538.51,
243,-58,251.512,193.512,-309.512,-14587.696,-0.23060529915073634658,-1,-58.00,-58.00,
244,3731314697785.7,-9023542536.2,3722291155249.5,3740338240321.9,-33669676891417511902092.34,-413.5088500792986377,1,3731314697785.70,3731314697785.70,1931661.123951533
245,-4.9975,-9101913215630.11386,-9101913215635.11136,9101913215625.11636,45486811295111.494015350,0.00000000000054906038781144645749,1,-5.00,-4.99,
246,177286940.4,-4.68966145972,177286935.71033854028,177286945.08966145972,-831415731.705556640688,-37803782.196803830487,1,177286940.40,177286940.40,13314.91420926173
247,1.9671,-6.050,-4.0829,8.0171,-11.9009550,-0.32514049586776859504,1,1.97,1.96,1.402533422061663
248,-366427.430,1.6526,-366425.7774,-366429.0826,-605557.9708180,-221727.840977853080,-1,-366427.43,-366427.43,
249,16615.632510,-2619.26650452344530,13996.36600547655470,19234.89901452344530,-43520769.68491381978388670300,-6.3436204301108650,1,16615.63,16615.63,128.9016388957099
250,-3660303853.2966821,-0.3173198096080934450,-3660303853.6140019096080934450,-3660303852.9793622903919065550,1161486921.83587396420367292525883450,11535062553.5082374058364540362,-1,-3660303853.30,-3660303853.29,
251,-65.3400819815422,-8386066.0367542106,-8386131.3768361921422,8386000.6966722290578,547946242.34414680475606733158732,0.000007791505778176746491,1,-65.34,-65.34,
252,55342315.25510526,35301.20978234428767,55377616.46488760428767,55307014.04532291571233,1953650680661.1033065232389655701442,1567.7172424494195280,1,55342315.26,55342315.25,7439.2415779503531
253,2,9.605,11.605,-7.605,19.210,0.20822488287350338365,-1,2.00,2.00,1.414213562373095
254,-77247.2497,-52680054.38,-52757301.6297,52602807.1303,4069389314901.438686,0.00146634718982611650,1,-77247.25,-77247.24,
255,-8933992.88,-32,-8934024.88,-8933960.88,285887772.16,279187.277500000000,-1,-8933992.88,-8933992.88,
256,0.36842,-305342.20,-305341.83158,305342.56842,-112494.1733240,-0.000001206580682264030324,1,0.37,0.36,0.60697611155629510
257,-1.738254,0.104594200,-1.633659800,-1.842848200,-0.181811286526800,-16.6190285885833058,-1,-1.74,-1.73,
258,0.9396708,406117.4159562,406118.3556270,-406116.4762854,381616.67714549521896,0.000002313790945871043470,-1,0.94,0.93,0.96936618467945332
259,30529.829830532909,13.0,30542.829830532909,30516.829830532909,396887.7877969278170,2348.4484485025314615,1,30529.83,30529.82,174.7278736508085
260,-26928594612.340,8227,-26928586385.340,-26928602839.340,-221541547875721.180,-3273197.351688343260,-1,-26928594612.34,-26928594612.34,
261,861287246156.12,-19.12214654780761,861287246136.99785345219239,861287246175.24214654780761,-16469660940754.9732737857840732,-45041347424.19219664851511,1,861287246156.12,861287246156.12,928055.62664967449
262,61.87,-7,54.87,68.87,-433.09,-8.8385714285714286,1,61.87,61.87,7.865748533992172
263,97863376441.40730,258114.29461,97863634555.70191,97863118327.11269,25259936378326737.2352046530,379147.449347099529,1,97863376441.41,97863376441.40,312831.22676837634
264,6438063,-67993520.59544106535,-61555457.59544106535,74431583.59544106535,-437746569185247.09151041705,-0.09468641928848245575,1,6438063.00,6438063.00,2537.3338369241049
265,-0.813704535,-4,-4.813704535,3.186295465,3.254818140,0.20342613375000000000,1,-0.81,-0.81,
266,-2470,-0.36733532310,-2470.36733532310,-2469.63266467690,907.31824805700,6724.1015080044176672,-1,-2470.00,-2470.00,
267,1,2472117.648631,2472118.648631,-2472116.648631,2472117.648631,0.000000404511492628102159,-1,1.00,1.00,1.000000000000000
268,-25071,920190.72288179,895119.72288179,-945261.72288179,-23070101613.36935709,-0.02724543877326253301,-1,-25071.00,-25071.00,
269,-95.907586413,-6,-101.907586413,-89.907586413,575.445518478,15.9845977355000000,-1,-95.91,-95.90,
270,5381.4,0.309,5381.709,5381.091,1662.8526,17415.533980582524,1,5381.40,5381.40,73.358026145746315
271,-5.3,4,-1.3,-9.3,-21.2,-1.3250000000000000,-1,-5.30,-5.30,
272,-5823962.368595111281,-0.79537077,-5823963.163965881281,-5823961.573224341281,4632209.43356051747780465637,7322323.862360583456,-1,-5823962.37,-5823962.36,
273,636133930681.27,278385.535014950700,636134209066.805014950700,636133652295.734985049300,177090484633868910.98688646338900,2285082.558787066347,1,636133930681.27,636133930681.27,797580.04656665653
274,-8.29253160,-2802035.8758,-2802044.16833160,2802027.58326840,23235971.044405175280,0.000002959466604842247680,1,-8.29,-8.29,
275,7.0,-7709.30432,-7702.30432,7716.30432,-53965.130240,-0.00090799373191691569,1,7.00,7.00,2.645751311064591
276,1.35,0.500,1.850,0.850,0.67500,2.7000000000000000,1,1.35,1.35,1.161895003862225
277,1,0.6690626074,1.6690626074,0.3309373926,0.6690626074,1.4946284382653425,1,1.00,1.00,1.000000000000000
278,-2.0837,-3252.1,-3254.1837,3250.0163,6776.40077,0.00064072445496755942,1,-2.08,-2.08,
279,264.1,-33428.3318680,-33164.2318680,33692.4318680,-8828422.44633880,-0.00790048396799648525,1,264.10,264.10,16.251153805191802
280,303073.3,0.60,303073.90,303072.70,181843.980,505122.166666666667,1,303073.30,303073.30,550.5209351150962
281,-230336.59746940,-616.6,-230953.19746940,-229719.99746940,142025545.999632040,373.5591914845929290,-1,-230336.60,-230336.59,
282,50.999321206170936,-886.08,-835.080678793829064,937.079321206170936,-45189.47853436394297088,-0.05755611367615896533,1,51.00,50.99,7.141380903310713
283,1279468353813.41621,48.7,1279468353862.11621,1279468353764.71621,62310108830713.369427,26272450796.99006591,1,1279468353813.42,1279468353813.41,1131135.868856353
284,-0.42643986,-655948688.4194390,-655948688.84587886,655948687.99299914,279722666.856769188438540,0.0000000006501116131927042365,1,-0.43,-0.42,
285,17833.49190,-0.600,17832.89190,17834.09190,-10700.09514000,-29722.486500000000,1,17833.49,17833.49,133.5420978568182
286,29465.654798333290,-12.7009,29452.953898333290,29478.355698333290,-374240.3350281512829610,-2319.9658920496413640,1,29465.65,29465.65,171.6556285075828
287,-3.35187939,-4188369.166830153741,-4188372.518709543741,4188365.814950763741,14038908.28800946395498929799,0.000000800282701091693196,1,-3.35,-3.35,
288,340873513950,-6892,340873507058,340873520842,-2349300258143400,-49459302.662507254788,1,340873513950.00,340873513950.00,583843.74103864469
289,12.46,1,13.46,11.46,12.46,12.4600000000000000,1,12.46,12.46,3.529872518944558
290,-1296.701022912753,9.96960592006006901,-1286.73141699269293099,-1306.67062883281306901,-12927.59819457892949901011638908453,-130.06542418127396742,-1,-1296.70,-1296.70,
291,-0.100343628,-866097086.97841254,-866097087.078756168,866097086.878068912,86907323.90764547194429512,0.0000000001158572514659676529,1,-0.10,-0.10,
292,-3547201.255301,9491507949301673,9491507945754471.744699,-9491507952848874.255301,-33668288912462314731939.418573,-0.0000000003737236774438967134,-1,-3547201.26,-3547201.25,
293,19921956204.6,77.2587397918797,19921956281.8587397918797,19921956127.3412602081203,1539145230556.41470211178662,257860227.3123525942348,1,19921956204.60,19921956204.60,141145.16004666968
294,-14.8857453073258791,-0.6348,-15.5205453073258791,-14.2509453073258791,9.44947112109046805268,23.4495042648485808,-1,-14.89,-14.88,
295,-1495.26,-14470756483371.0,-14470756484866.26,14470756481875.74,21637543339325321.460,0.0000000001033297742048434590,1,-1495.26,-1495.26,
296,379.04,-18603.3103622,-18224.2703622,18982.3503622,-7051398.759688288,-0.02037486837666107128,1,379.04,379.04,19.468949637820732
297,-16,-52678.92635801,-52694.92635801,52662.92635801,842862.82172816,0.00030372676715661933,1,-16.00,-16.00,
298,62382656328343203,-2171489.97657272,62382656326171713.02342728,62382656330514692.97657272,-135463312928978024934601.84722216,-28728042496.79395181,1,62382656328343203.00,62382656328343203.00,249765202.3968575
299,-0.12154343122,-34474.673144738,-34474.79468816922,34474.55160130678,4190.17006419944420792036,0.000003525586180606084571,1,-0.12,-0.12,
300,-675,6680650.8,6679975.8,-6681325.8,-4509439290.0,-0.00010103806054344286,-1,-675.00,-675.00,
301,38510.9557807,-0.148791860,38510.806988840,38511.104572560,-5730.1167409881051020,-258824.345503174703,1,38510.96,38510.95,196.2420846319667
302,85.243262,-4886.7,-4801.456738,4971.943262,-416558.2484154,-0.01744393189678105879,1,85.24,85.24,9.232727765942197
303,4996785.64685,0.819188898281310,4996786.466038898281310,4996784.827661101718690,4093311.32899091444161537350,6099674.516260473737317,1,4996785.65,4996785.64,2235.3491107319232
304,-97880886663382,-0.570,-97880886663382.570,-97880886663381.430,55792105398127.740,171720853795407.0175,-1,-97880886663382.00,-97880886663382.00,
305,-8029.8122,-3.48242185575280,-8033.29462185575280,-8026.32977814424720,27963.193502870473624160,2305.8126018635913578,-1,-8029.81,-8029.81,
306,7698155.241105,-1.801,7698153.440105,7698157.042105,-13864377.589230105,-4274378.257137701277,1,7698155.24,7698155.24,2774.5549627111372
307,-385931125888.048,631385590428739.765,630999659302851.717,-631771521554627.813,-243671351783653480647747115.828720,-0.00061124474764459396,-1,-385931125888.05,-385931125888.04,
308,-13.3436,5179.0,5165.6564,-5192.3436,-69106.50440,-0.00257648194632168372,-1,-13.34,-13.34,
309,-0.160496,1,0.839504,-1.160496,-0.160496,-0.16049600000000000000,-1,-0.16,-0.16,
310,28,37482.500,37510.500,-37454.500,1049510.000,0.00074701527379443740,-1,28.00,28.00,5.291502622129181
311,816494.1297513,646673675.42591,647490169.5556613,-645857181.2961587,528005259849953.021829876183,0.00126260610378726710,-1,816494.13,816494.12,903.6006472725105
312,1.2526000538,80434.74807,80436.0006700538,-80433.4954699462,100752.569759871446166,0.000015572872220721061307,-1,1.25,1.25,1.119196164128523
313,-53.24652360,12.97908,-40.26744360,-66.22560360,-691.0908895262880,-4.1024882811416526,-1,-53.25,-53.24,
314,700100484.0796052,-34.2232315908201,700100449.8563736091799,700100518.3028367908201,-23959701003.50158916236195222452,-20456878.3114975412553,1,700100484.08,700100484.07,26459.41201311180
315,-345,-15070533923270,-15070533923615,15070533922925,5199334203528150,0.0000000000228923541631988843,1,-345.00,-345.00,
316,-494959.71056,7.175,-494952.53556,-494966.88556,-3551335.92326800,-68983.931785365854,-1,-494959.71,-494959.71,
317,62.62197341177375,-47.940,14.68197341177375,110.56197341177375,-3002.09740536043357500,-1.3062572676631988,1,62.62,62.62,7.913404666246618
318,9034.9214,-0.4,9034.5214,9035.3214,-3613.96856,-22587.303500000000,1,9034.92,9034.92,95.052203551522150
319,-936877.021547,-4653.513513988825,-941530.535060988825,-932223.508033011175,4359769880.714564085442212275,201.3268079550375250,-1,-936877.02,-936877.02,
320,-19.6976313566920,-0.460218,-20.1578493566920,-19.2374133566920,9.0652045077140788560,42.8006539437657806,-1,-19.70,-19.69,
321,6527.09,84367,90894.09,-77839.91,550671002.03,0.07736543909348441926,-1,6527.09,6527.09,80.790407846476428
322,17652799.00,8557793323.9,8575446122.90,-8540140524.90,151069005430348596.100,0.00206277463498676536,-1,17652799.00,17652799.00,4201.5234141915715
323,-56067497902084.2700,-66826339.8060398744,-56067564728424.0760398744,-56067431075744.4639601256,3746785666879111200505.79848901568800,839002.974946965409,-1,-56067497902084.27,-56067497902084.27,
324,2148985200828884893,0.13529251037,2148985200828884893.13529251037,2148985200828884892.86470748963,290741602568118441.98173884041,15883992358126903850.72348480513,1,2148985200828884893.00,2148985200828884893.00,1465941745.3735619
325,-8339,-64247190121.6527098,-64247198460.6527098,64247181782.6527098,535757318424461.9470222,0.000000129795559684556141,1,-8339.00,-8339.00,
326,-2.97970482,3857505.71101,3857502.73130518,-3857508.69071482,-11494228.3602740240682,-0.000000772443398202988575,-1,-2.98,-2.97,
327,-0.24296901303951680,-7936069,-7936069.24296901303951680,7936068.75703098696048320,1928218.85234350505145920,0.000000030615788879798903,1,-0.24,-0.24,
328,0.24,6462.2,6462.44,-6461.96,1550.928,0.000037139054811055058649,-1,0.24,0.24,0.48989794855663562
329,8080.9,41060.7412987868,49141.6412987868,-32979.8412987868,331807744.36136625212,0.19680355844522373679,-1,8080.90,8080.90,89.893826261874069
330,9.833,-1.222364058,8.610635942,11.055364058,-12.019505782314,-8.0442483036424489,1,9.83,9.83,3.135761470520358
331,-56804387335598426,-1099312.3794,-56804387336697738.3794,-56804387334499113.6206,62445766202255932008954.8244,51672653196.72104295,-1,-56804387335598426.00,-56804387335598426.00,
332,6.993440793,8.90793971671683,15.90138050971683,-1.91449892371683,62.29714899647234295164619,0.78507949260994207062,-1,6.99,6.99,2.644511446940625
333,350209068848425.4,-0.38806,350209068848425.01194,350209068848425.78806,-135902131257319.960724,-902461137062375.40587,1,350209068848425.40,350209068848425.40,18713873.699702726
334,-41582793.5080481701,7110433399.937,7068850606.4289518299,-7152016193.4450481701,-295671683822309161.4969143052837,-0.00584813768291769708,-1,-41582793.51,-41582793.50,
335,661.73510473371,-11855120.717321,-11854458.98221626629,11855782.45242573371,-7844949549.50718715788959091,-0.000055818504131035771736,1,661.74,661.73,25.724212422029756
336,-6.8004,-78.660,-85.4604,71.8596,534.9194640,0.08645308924485125858,1,-6.80,-6.80,
337,79838.76704,63304999495.5,63305079334.26704,-63304919656.73296,5054193107188542.028320,0.000001261176331668327294,-1,79838.77,79838.76,282.5575464219634
338,3.9,31710075697.6,31710075701.5,-31710075693.7,123669295220.64,0.0000000001229892995901985286,-1,3.90,3.90,1.974841765813150
339,320109.60180,6366,326475.60180,313743.60180,2037817725.05880,50.2842604147031103,1,320109.60,320109.60,565.7822918755941
340,29165438689781.0621,6389674800.72,29171828364581.7821,29159049014980.3421,186357668648038185874247.444712,4564.4637011095851443,1,29165438689781.06,29165438689781.06,5400503.558908286
341,-1837978871293924.006,0.9,-1837978871293923.106,-1837978871293924.906,-1654180984164531.6054,-2042198745882137.7844,-1,-1837978871293924.01,-1837978871293924.00,
342,37908,-59577739123.668206,-59577701215.668206,59577777031.668206,-2258472934700014.353048,-0.000000636277921210011863,1,37908.00,37908.00,194.6997688750554
343,7996670317994838,-64084.497,7996670317930753.503,7996670318058922.497,-512462595003529241826.486,-124783226713.86244945,1,7996670317994838.00,7996670317994838.00,89424103.674539775
344,-2.8876780,7496.43081810,7493.54314010,-7499.31849610,-21647.278351949371800,-0.00038520704987068678,-1,-2.89,-2.88,
345,726479681277893680,-5190058.928151047802,726479681272703621.071848952198,726479681283083738.928151047802,-3770472355936659701973461.431553691360,-139975227899.137011396065,1,726479681277893680.00,726479681277893680.00,852337774.1704832
346,0.60337560965,-9104.07746679674,-9103.47409118709,9104.68084240639,-5493.1782918293106301325410,-0.000066275315851667183611,1,0.60,0.60,0.77677255979469306
347,-12.6740,-0.1698697,-12.8438697,-12.5041303,2.15292857780,74.6101276448948812,-1,-12.67,-12.67,
348,4029430.9,-43525.381816,3985905.518184,4072956.281816,-175382518423.6885144,-92.5765778927360208,1,4029430.90,4029430.90,2007.3442405327493
349,-61818044.66478,-60207.84,-61878252.50478,-61757836.82478,3721930942289.9278752,1026.7441028407596087,-1,-61818044.66,-61818044.66,
350,-17243655.17,38058718654421.90,38058701410766.73,-38058735898077.07,-656271420688897639296.2230,-0.000000453080286979039539,-1,-17243655.17,-17243655.17,
351,91979627.449567107,10.33,91979637.779567107,91979617.119567107,950149551.55402821531,8904126.568205915489,1,91979627.45,91979627.44,9590.6009952227242
352,7964.06306302,-729178653680.4,-729178645716.33693698,729178661644.46306302,-5807224782118726.220138808,-0.000000010921964079478744,1,7964.06,7964.06,89.241599397478304
353,1228807,-8.10,1228798.90,1228815.10,-9953336.70,-151704.567901234568,1,1228807.00,1228807.00,1108.5156742238695
354,-7.00,-912703,-912710.00,912696.00,6388921.00,0.000007669526669683347157,1,-7.00,-7.00,
355,10737287027196.9567,-0.62628800596,10737287027196.33041199404,10737287027197.58298800596,-6724634081683.358299823461932,-17144328048783.88461737738,1,10737287027196.96,10737287027196.95,3276779.978453994
356,52.2243443,-7824004.097,-7823951.8726557,7824056.3213443,-408603483.7663385971,-0.000006674887136118021897,1,52.22,52.22,7.226641287624563
357,32.27966290,4269664579623285.470,4269664579623317.74966290,-4269664579623253.19033710,137823333326309863.96206806300,0.00000000000000756023390082038949,-1,32.28,32.27,5.681519418254240
358,68839.980142,-204202468697.0,-204202399857.019858,204202537536.980142,-14057293890048856.6149740,-0.000000337116297277219690,1,68839.98,68839.98,262.3737413347609
359,-4116490.65,82999675602.6,82995559111.95,-83003792093.25,-341667388571136015.690,-0.000049596466734516359802,-1,-4116490.65,-4116490.65,
360,-18.6373,-508585.944395626,-508604.581695626,508567.307095626,9478668.8214846004498,0.000036645330460611696518,1,-18.64,-18.63,
361,-17.97760,3.8765,-14.10110,-21.85410,-69.690166400,-4.6375854507932413,-1,-17.98,-17.97,
362,17897.2952438,4704719002827772,4704719002845669.2952438,-4704719002809874.7047562,84201745032724962566.1508136,0.0000000000038041156619646844,-1,17897.30,17897.29,133.7807730722169
363,-51584020381761.6109,669258417.60900076,-51583351123344.00189924,-51584689640179.21990076,-34523039854608218998652.256476924284,-77076.386377105561,-1,-51584020381761.61,-51584020381761.61,
364,291.5,0.307027,291.807027,291.192973,89.4983705,949.4279004778081407,1,291.50,291.50,17.073371078963873
365,0.38,115.8165806,116.1965806,-115.4365806,44.010300628,0.00328105007099475703,-1,0.38,0.38,0.61644140029689765
366,157.91951142998807,135496811874.0167885,135496812031.93629992998807,-135496811716.09727707001193,21397590331465.737474571985534713195,0.0000000011654850711677232836,-1,157.92,157.91,12.566603018715442
367,8949073210.56,6202619629.903,15151692840.463,2746453580.657,55507697165258519191.37568,1.4427892962219175,1,8949073210.56,8949073210.56,94599.54128091742
368,-60,-0.324380,-60.324380,-59.675620,19.462800,184.9682471175781491,-1,-60.00,-60.00,
369,609785.000856914,935269.00,1545054.000856914,-325483.999143086,570313007966.44509986600,0.65198889395127391157,-1,609785.00,609785.00,780.8873163631959
370,601961452258672.60,-822255231324177.49,-220293779065504.89,1424216683582850.09,-494965953175192663136341914199.7740,-0.73208588930381257002,1,601961452258672.60,601961452258672.60,24534902.735871455
371,-66.078436232,-80418.991535979,-80485.069972211,80352.913099747,5313961.204051936085191128,0.00082167700651203619,1,-66.08,-66.07,
372,202830.284308273,0.68792960,202830.972237873,202829.596378673,139532.95635207652158080,294841.629591564311,1,202830.28,202830.28,450.3668330464323
373,-8796.8,-16140095.45388080,-16148892.25388080,16131298.65388080,141981191688.698621440,0.00054502775557531516,1,-8796.80,-8796.80,
374,7440.8,-8.185831550,7432.614168450,7448.985831550,-60909.1353972400,-908.9852331495875944,1,7440.80,7440.80,86.260071875694609
375,1266604.73601,-184.7,1266420.03601,1266789.43601,-233941894.741047,-6857.6325717920952897,1,1266604.74,1266604.73,1125.4353539897349
376,7305035.0996860,-64832819669.508,-64825514634.4083140,64840124704.6076860,-473606023297368834.3545744880,-0.00011267495593935558,1,7305035.10,7305035.09,2702.7828436050870
377,969394339532440930,1385.741311864188544,969394339532442315.741311864188544,969394339532439544.258688135811456,1343329783777403304210.640998062705920,699549281841319.411072464259605,1,969394339532440930.00,969394339532440930.00,984578254.6514223
378,650.5,-4,646.5,654.5,-2602.0,-162.6250000000000000,1,650.50,650.50,25.504901489713698
379,-955761499,257528928417846,257527972656347,-257529884179345,-246136234660504191311154,-0.000003711278204246076959,-1,-955761499.00,-955761499.00,
380,552,-40989533303.771653,-40989532751.771653,40989533855.771653,-22626222383681.952456,-0.000000013466852523280808,1,552.00,552.00,23.494680248941461
381,-543.9897359064319,957.7563904473010,413.7666545408691,-1501.7461263537329,-521009.64590212474718552389530190,-0.56798340510406028710,-1,-543.99,-543.98,
382,-0.80,82.58598,81.78598,-83.38598,-66.0687840,-0.00968687421279011280,-1,-0.80,-0.80,
383,-624055405677505.046,3780,-624055405673725.046,-624055405681285.046,-2358929433460969073.880,-165094022666.00662593,-1,-624055405677505.05,-624055405677505.04,
384,-1776263402.6232595,7520.649997,-1776255881.9732625,-1776270923.2732565,-13358655353609.8263508052215,-236184.824893036370,-1,-1776263402.62,-1776263402.62,
385,-691.5907,-136835366828037.57,-136835366828729.1607,136835366827345.9793,94634067129359282.662599,0.0000000000050541809185130423,1,-691.59,-691.59,
386,-0.404942161,-55.01,-55.414942161,54.605057839,22.27586827661,0.00736124633702963098,1,-0.40,-0.40,
387,70945,48344.39920574666,119289.39920574666,22600.60079425334,3429793401.65169679370,1.4674916053474675,1,70945.00,70945.00,266.3550262337844
388,16686.58838611,0.3,16686.88838611,16686.28838611,5005.976515833,55621.961287033333,1,16686.59,16686.58,129.1765783186333
389,1356.2473865214007,-46429.3485,-45073.1011134785993,47785.5958865214007,-62969682.56101631580844395,-0.02921099326908282377,1,1356.25,1356.24,36.827264173725975
390,52.16034040750,3.95639537797584503,56.11673578547584503,48.20394502952415497,206.3669297018797050772670497250,13.18380379722970508,1,52.16,52.16,7.222211600853301
391,-91818.4,32364645585534220,32364645585442401.6,-32364645585626038.4,-2971669974230815225648.0,-0.0000000000028369969248493601,-1,-91818.40,-91818.40,
392,97.06,883776.6,883873.66,-883679.54,85779356.796,0.00010982413428914049,-1,97.06,97.06,9.851903369400250
393,3238934016069.6299,-3.4464,3238934016066.1835,3238934016073.0763,-11162662192982.37248736,-939802117011.84711583,1,3238934016069.63,3238934016069.62,1799703.868993349
394,-21.3705,1290849.4942,1290828.1237,-1290870.8647,-27586099.11580110,-0.000016555376979284716367,-1,-21.37,-21.37,
395,168329.0948,4.8489673,168333.9437673,168324.2458327,816222.27632380004,34714.421522289911,1,168329.09,168329.09,410.2792887777788
396,-861.934471,5903.8830155,5041.9485445,-6765.8174865,-5088760.2838108773005,-0.14599450374221257298,-1,-861.93,-861.93,
397,8779943574205.312,-92.3921404,8779943574112.9198596,8779943574297.7041404,-811197779412055.0047298048,-95029117587.20671439,1,8779943574205.31,8779943574205.31,2963096.956598841
398,21.6266,-18800967940.779172,-18800967919.152572,18800967962.405772,-406601013268.0548411752,-0.0000000011502918396606618971,1,21.63,21.62,4.650440839318354
399,-0.20830947801,1081258851215,1081258851214.79169052199,-1081258851215.20830947801,-225236466890.28890428215,-0.00000000000019265458754480916030,-1,-0.21,-0.20,
400,-3,72126238941.04852815,72126238938.04852815,-72126238944.04852815,-216378716823.14558445,-0.0000000000415937395883350048,-1,-3.00,-3.00,
